page_id,page_length,page_namespace,page_title
9679,4595,10,'Турциялъул_премьер-министрал'
9680,367,10,'ВТ-ЛП'
9681,8553,0,'Турциялъул_къватІисел_ишазул_министр'
9682,2959,0,'Ташкент_(Турция)'
9683,7195,0,'Кония_(ил)'
9684,470,10,'Turkey-geo-stub'
9685,1640,10,'Кония'
9686,824,0,'Суниял'
9687,47,0,'2009'
9688,47,0,'2014'
9689,47,0,'27_Март'
9690,50,0,'6_Ноябр'
9691,51,0,'28_Август'
9692,44,0,'1_Май'
9693,47,0,'1997'
9694,47,0,'1998'
9695,50,0,'1_Август'
9696,47,0,'13_Июн'
9698,5127,10,'ГІадан'
9699,25727,10,'ГІадан/doc'
9700,4196,0,'Эмине_Эрдогъан'
9701,74,10,'Цоги_магIнаби'
9702,721,10,'Цоги_магІнаби/цІар'
9703,193,10,'Фамилияцоял'
9704,736,10,'Цоги_магІнаби/фамилия'
9705,65616,0,'Сезер
9706,714,10,'Марямил_ракьалъул_рахсида_бараб_Хъанчил_Орден'
9707,1750,10,'Турциялъул_президентал'
9708,66,0,'ГІабдуллагь_Гюл'
9709,77,0,'Ражаб_ТIайип_Эрдогъан'
9713,30479,828,'WikidataCache/Q234908'
9714,9319,10,'Format_Date_YY'
9716,102,0,'Россия_Федерациялъул_президент'
9717,1788,10,'Дагъистан_Жумгьурияталъул_Халкъияб_Шураялъул_нухмалъулел'
9719,6867,0,'Проект:Азиялъул_моцІ'
9720,907,10,'WAM'
9721,7746,10,'Lorem_ipsum'
9722,274,10,'Border-radius'
9723,376,10,'Box-shadow'
9724,533,10,'Clickable_button_2'
9725,370,10,'L6e'
9726,236,10,'Flatlist'
9727,694,0,'Проект:Азиялъул_моцІ/ГІахьалчагІи'
9728,1267,10,'КъагІида'
9730,167,10,'Кьер/СССР'
9731,230,10,'СССР_байрахъ'
9732,260,3,'92.12.203.53'
9733,6503,0,'Лобез'
9734,3118,3,'Участник:Аль-Гимравий'
9735,1010,2,'Baljeet_Bilaspur'
9736,891,10,'Флагификация/Египет'
9737,20190,0,'Синаялъул_бащдаб_чІинкІиллъиялда_тІад_А321-ялъул_катастрофа'
9738,243,10,'РикІкІен'
9739,1882,10,'Балагье_гьединго'
9740,80,10,'Бл._гьединго'
9741,203,10,'Балагье_гьединго/link'
9742,395,0,'Рейс_9268'
9743,1503,10,'Цого_цІарал_ругел_авиарейсал'
9744,215,10,'BLR'
9745,277,10,'UKR'
9746,2176,0,'Синаялъул_бащдаб_чІинкІиллъи'
9747,53,0,'24_Октябр'
9748,53,0,'31_Октябр'
9749,4731,0,'Шарам_аш-Шайх'
9750,377,10,'БакІКарта_Египет'
9751,5253,0,'Шарам_аш-Шайх_(аэропорт)'
9752,121,10,'Бак1Карта_ГIарабазул_Цолъарал_Имаратал'
9753,44,0,'9_Май'
9754,635,10,'Convert'
9755,763,10,'Convert/ft'
9756,4037,0,'Пулково_(аэропорт)'
9757,657,10,'Airport_codes'
9758,357,10,'Refend'
9759,6279,0,'Турциялъул_тІадегІанаб_миллияб_мажлис'
9760,524,10,'Electiontable'
9761,144,10,'Decrease'
9762,3752,10,'Парламенталъул_карточка'
9763,12029,10,'Европа_темабаздалъун'
9764,519,10,'Пачалихъ_темабаздалъун'
9767,183,2,'Érico_Júnior_Wouters/common.js'
9768,1326,10,'Туркменистаналъул_административияб_бикьи'
9769,65611,0,'БердимухІамадов
9770,82,10,'Flagicon/Советияб_Союзалъул_Социялизмаялъул_Республикаби'
9771,82,10,'Шаблон:Флагификация/СССР'
9772,479,10,'Медаль_Меседил_моцІ'
9774,417,10,'Орден_Галкиниш'
9776,545,10,'Орден_Президентасул_ЦІва'
9777,596,10,'Орден_Битараплик'
9779,287,10,'PD-TK-exempt'
9780,474,10,'PD-because'
9781,1849,10,'Орден_Мустакиллик'
9782,675,10,'Цере_тІурал_хъулухъазухъ_орден_(Узбекистан)'
9783,519,10,'Орден_Исмоили_Самони'
9784,645,10,'Турциялъул_1_даражаялъул_орден'
9785,452,10,'Сербия_Жумгьурияталъул_орденалъул_чІоло'
9786,506,10,'Ал-Халипа_1_даражаялъул_орден'
9787,379,10,'Медаль_Астанаялъе_10_сон'
9788,1038,10,'Туркменистаналъул_президентал'
9789,443,10,'Флагификация/Туркменистан'
9790,86,0,'Цолъарал_Миллатазул_ГІуцІцІи'
9792,479,0,'Фарнаваз_I'
9793,38,2,'Alexandru_M.'
9794,26124,0,'Сириялда_Россиялъул_Су-24_бортизаби'
9795,82,10,'ПачБайрахъ/НАТО'
9796,8811,0,'Гъизилюрт_мухъ'
9797,53,0,'Росдал_чІчІейбугебакІ'
9798,3473,0,'Акнада_(Гъизилюрт_мухъ)'
9799,465,0,'Акнада'
9800,1813,10,'ГІБал'
9801,136256,828,'Statistical/ABC1'
9802,55926,828,'Statistical/RUS-040'
9803,185,10,'Fullpagename'
9804,187,10,'Transclusionless'
9805,102,8,'Tagline'
9806,325,8,'Revreview-quick-see-basic'
9807,238,8,'Revreview-quick-basic'
9808,238,8,'Revreview-quick-basic-old'
9809,319336,828,'Statistical/RU-DAG'
9810,321861,828,'Statistical/RU-DAG-New'
9811,524182,828,'Statistical/Test/ABC1'
9812,55626,828,'Statistical/RUS-042'
9813,55166,828,'Statistical/RUS-046'
9814,56966,828,'Statistical/RUS-043'
9815,56066,828,'Statistical/RUS-044'
9816,55646,828,'Statistical/RUS-045'
9817,56226,828,'Statistical/RUS-064'
9818,330080,828,'Statistical/RUS-AAA'
9819,50928,828,'Statistical/RUS-019'
9820,56486,828,'Statistical/RUS-061'
9821,52406,828,'Statistical/RUS-010'
9822,52087,828,'Statistical/RUS-007'
9823,3153,0,'Гелбахъ'
9824,53189,828,'Statistical/RUS-013'
9825,3645,0,'ЦІияб_Силди'
9826,55122,828,'Statistical/RUS-047'
9827,3591,0,'Эркенлъиб_(росу)'
9828,56286,828,'Statistical/RUS-050'
9829,3802,0,'КІулзеб'
9830,56026,828,'Statistical/RUS-054'
9831,3251,0,'Миякьуб'
9832,52125,828,'Statistical/RUS-006'
9833,3254,0,'Дарагаби'
9834,57386,828,'Statistical/RUS-051'
9835,3542,0,'ЦІияб_ЧІикІаб'
9836,52961,828,'Statistical/RUS-017'
9837,3946,0,'СултІанилросу'
9838,57286,828,'Statistical/RUS-038'
9839,4781,0,'Чантросу'
9840,1410,10,'Гъизилюрт_мухъалъул_росаби'
9842,56626,828,'Statistical/RUS-036'
9843,3992,0,'ЦІобокь_Миякьуб'
9844,2541,10,'Дагъистаналъул_М-29_автонухда_ругел_росаби_ва_шагьарал'
9845,53723,828,'Statistical/RUS-005'
9846,4642,0,'НичІаб'
9847,52809,828,'Statistical/RUS-028'
9848,55446,828,'Statistical/RUS-059'
9849,3853,0,'СтІалиб'
9850,53911,828,'Statistical/RUS-014'
9851,3933,0,'ЦІияб_Гъадари'
9852,54133,828,'Statistical/RUS-020'
9853,3663,0,'Шушануб'
9854,49564,828,'Statistical/RUS-003'
9855,3828,0,'Мацеевка'
9856,66423,0,'ГІумаханов
9857,1556,1,'Маркъо_ШагӀбанов'
9858,154,0,'Дагъистаналъул_АССР'
9860,185,2,'White_Master_King/common.js'
9861,65,2,'White_Master_King'
9862,88,2,'Tektek111tek'
9863,151,1,'Сунж-хъала'
9864,5324,0,'ГІусман_Губе'
9865,92,3,'Asparux_Xan_Bulqar'
9866,0,14,'Шаблонал:Шапакъатал:Азарбижан'
9867,59,0,'Осман_Губе'
9868,1115,10,'Геокар/Зобалазул_лугби'
9869,12779,0,'Хасавюрт_мухъ'
9870,52,0,'ГӀурусал'
9871,52,0,'Багулал'
9872,56,0,'КӀараял'
9873,56,0,'ГӀахьвалал'
9874,8047,0,'ГІахьвахъ_мухъ'
9875,56306,828,'Statistical/RUS-056'
9876,7526,0,'ДахІадаясул_мухъ'
9877,2525,0,'МасихІ_гьави'
9878,7980,0,'Дербенд_мухъ'
9880,65,0,'Ушугъ_мухъ'
9881,101,10,'Ушугъ_мухъалъул_росаби'
9882,67,0,'ДахІададал_мухъ'
9883,64,2,'Hahc21'
9884,163,2,'Hahc21/common.css'
9885,184,2,'Hahc21/common.js'
9888,8030,828,'TableTools'
9889,452,10,'Reli-stub'
9890,1866,0,'Католицизм'
9891,1179,0,'Ортодоксия'
9892,1535,0,'Протестантизм'
9893,159,10,'Ударение'
9894,5050,0,'ЦІияб_КъотІи'
9895,2168,0,'НекІсияб_КъотІи'
9896,47,0,'2016'
9897,372,10,'Сон/СияхІ'
9898,7798,10,'Format_Date'
9899,47,0,'2013'
9900,47,0,'2017'
9901,47,0,'2018'
9902,47,0,'2019'
9903,47,0,'2019_сог'
9904,47,0,'2020'
9905,7661,0,'ЧІегІермегІер'
9906,6279,0,'ГІагараб_Машрикъ'
9907,303,10,'Флагификация/ГІЦИ'
9908,268,10,'Флагификация/БахІрайн'
9909,553,10,'Флагификация/ГІизраил'
9910,549,10,'Флагификация/ГІиракъ'
9911,1001,10,'Флагификация/Иран'
9912,167,10,'Флагификация/Йемен'
9913,266,10,'Флагификация/Иордания'
9914,195,10,'Флагификация/КъатІар'
9915,194,10,'Флагификация/Кувейт'
9916,376,10,'Флагификация/Ливан'
9917,258,10,'Флагификация/ГІуман'
9918,218,10,'Флагификация/ФилистІин'
9919,916,10,'Флагификация/Сирия'
9920,384,10,'Флагификация/Туркия'
9921,5995,0,'Андорра'
9922,137,10,'Кьер/Андорра'
9923,8029,0,'Андорра-ла-Велия'
9924,102,10,'Lang-ca'
9925,399,10,'БакІКарта_Андорра'
9926,83,10,'Ref-es'
9927,466,10,'Флагификация/Парагвай'
9928,382,10,'Флагификация/Колумбия'
9929,587,10,'Флагификация/Аргентина'
9930,1104,10,'Флагификация/Венесуэла'
9931,318,10,'Флагификация/Гватемала'
9932,373,10,'Флагификация/Куба'
9933,376,10,'Флагификация/Эквадор'
9934,899,10,'Флагификация/Боливия'
9935,318,10,'Флагификация/Никарагуа'
9936,754,10,'Флагификация/Мексика'
9937,197,10,'Флагификация/Уругвай'
9938,363,10,'Флагификация/Панама'
9939,861,10,'Флагификация/Бразилия'
9940,783,10,'Флагификация/Коста-Рика'
9941,306,10,'Флагификация/Пуэрто-Рико'
9942,318,10,'Флагификация/Салвадор'
9943,192,10,'Флагификация/Чили'
9944,454,10,'Флагификация/Доминикаялъул_республика'
9945,495,10,'Флагификация/Гондурас'
9946,538,10,'Andorra-geo-stub'
9947,641,10,'ТІехь:Географиял_цІаразул_къамус'
9948,65479,0,'Олланд
9949,1154,10,'КІудияб_анкьилабалъул_церехъаби'
9950,480,10,'Флагификация/Япония'
9951,773,10,'Флагификация/Канада'
9952,64,0,'Франсуа_Олланд'
9953,58,0,'Барак_Обама'
9954,2405,0,'Жоан_Энрик_Вивес-и-Сисилиа'
9955,95,10,'Ref-ca'
9956,398,10,'БакІКарта_ФилистІин'
9957,7575,0,'Болгария'
9958,1747,10,'ЧІегІер_ралъад'
9959,1013,10,'Флагификация/Руминия'
9960,106,10,'Lang-bg'
9961,8296,0,'2016_соналъул_12_январалъ_Истамбулалда_кьвагьи'
9962,388,10,'Turkey-stub'
9963,626,10,'Terrorism-stub'
9964,1729,0,'СултІанахІмет_(майдан)'
9965,1939,0,'СултІанахІмет'
9966,88,10,'ТІолго_дунялалъул_ирс'
9967,6214,0,'ФатихІ_(мухъ)'
9968,3320,10,'Истамбул'
9969,8504,0,'Босния_ва_Герцеговина'
9970,169,10,'Lang-sh'
9971,222,10,'Lang4'
9972,137,10,'Lang-bs'
9973,102,10,'Lang-sr'
9974,163,10,'Кьер/Босния_ва_Герцеговина'
9975,492,10,'БакІКарта_Босния_ва_Герцеговина'
9976,2934,0,'Википедиялъул_бахІс:Вакиллъи'
9977,70,0,'ГІиракъалъул_ва_Шамалъул_Исламияб_Пачалихъ'
9978,6516,0,'Сараево'
9979,1598,0,'Босниязул_мацІ'
9980,93,10,'Ref-bs'
9981,97,10,'Ref-hr'
9982,93,10,'Ref-sr'
9983,1648,0,'Хорватазул_мацІ'
9984,469,10,'Lang-stub'
9985,1117,0,'Сербиязул_мацІ'
9986,554,0,'Метр'
9987,6233,0,'Ватикан'
9988,181,10,'Флагификация/Ал-КъагІида'
9989,6917,0,'Венгрия'
9990,137,10,'Кьер/Венгрия'
9991,566,10,'БакІКарта_Венгрия'
9992,6514,0,'Киев'
9993,399,10,'БакІКарта_Украина'
9994,6590,0,'Астана'
9995,407,10,'БакІКарта_Хъазахъистан'
9996,95,10,'Ref-kz'
9997,63381,0,'Назарбаев
9998,52144,828,'Statistical/RUS-016'
9999,5526,0,'Гъарабудагъкент_мухъ'
10000,55506,828,'Statistical/RUS-048'
10001,6857,0,'Казбек_мухъ'
10002,52220,828,'Statistical/RUS-024'
10003,7405,0,'Гъаякент_мухъ'
10004,6237,0,'Кули_мухъ'
10005,57548,828,'Statistical/RUS-035'
10006,7389,0,'Хъумторхъала_мухъ'
10007,6222,0,'КъурахІ_мухъ'
10008,56926,828,'Statistical/RUS-055'
10009,6098,0,'Лак_мухъ'
10010,5336,0,'Гъумекиб'
10011,1620,0,'Москваялъул_заман'
10012,56546,828,'Statistical/RUS-062'
10013,55,0,'Газал_мухъ'
10014,3361,0,'Рутул'
10015,54538,828,'Statistical/RUS-029'
10016,6361,0,'Сергъохъала_мухъ'
10017,2989,0,'Сергъохъала'
10018,56186,828,'Statistical/RUS-052'
10019,5345,0,'Табасаран_мухъ'
10020,54063,828,'Statistical/RUS-012'
10021,2659,0,'Хучни'
10022,5190,0,'СтІал-Сулайманил_мухъ'
10023,3766,0,'Дилим'
10024,50,0,'ЦIамгIалал'
10025,7678,0,'Тарумасул_мухъ'
10026,57,0,'ГІурус_мацI'
10027,78,1,'ГІурус_мацI'
10028,3361,0,'Тарумовка'
10029,52410,828,'Statistical/RUS-015'
10030,4886,0,'Хив_мухъ'
10031,41,0,'Тирана'
10032,1856,10,'Суниял'
10033,46,0,'Скопе'
10034,121,0,'Эстония'
10035,42,0,'Таллин'
10036,43,0,'Берлин'
10037,38,0,'Копенгаген'
10038,44,0,'Лиссабон'
10039,150,0,'Люксембург_(шагьар)'
10040,1239,0,'Citroën'
10041,2571,0,'Charlie_Hebdo'
10042,1561,0,'Калашниковасул_автомат'
10043,58,0,'Белград'
10044,36,0,'Афинал'
10045,36,0,'Стокголм'
10046,40,0,'Мадрид'
10047,17,0,'Йаманалда_яргъид_гІуцІараб_рагъ_(2014—2015)'
10048,2860,0,'Къурбаналъул_къо'
10049,53398,828,'Statistical/RUS-022'
10050,6138,0,'ЦІияблак_мухъ'
10051,311,10,'Официалияб_сайт'
10053,67,0,'Къурбан_къо'
10054,67,0,'КъурбангІид'
10055,3439,0,'ГІидалъул_как'
10056,3845,0,'Лайлатул_Къадри'
10057,853,0,'ГІарафат_къо'
10058,1101,0,'Ташрикъалъул_къоял'
10059,549,0,'Solar_Impulse'
10060,3158,0,'АтІ-ТІабари'
10061,524,0,'Салават'
10062,58,0,'ГӀарабистан'
10063,75,0,'СагӀудиязул_ГӀарабия'
10064,3591,10,'Диналда_хурхарав_инсан'
10065,828,10,'Диналда_хурхарав_инсан/Документация'
10066,428,10,'Px'
10067,215,10,'Br_separated_entries'
10069,2727,0,'НухӀ_авараг'
10070,2484,0,'Муса_авараг'
10071,42,0,'Валлетта'
10072,2466,0,'Савда_бинт_ЗамгІа'
10073,189,10,'Гьелдаса'
10074,187,10,'Гьесдаса'
10075,2968,0,'ГІаиша_бинт_Абу_Бакр'
10076,2131,0,'ХІафса_бинт_ГІумар'
10077,1912,0,'Зайнаб_бинт_Хузайма'
10078,1940,0,'Зайнаб_бинт_ЖахІш'
10079,1848,0,'Жувайрия_бинт_ХІарис'
10080,1971,0,'Рамля_бинт_Абу_Суфян'
10081,12064,3,'Kokrek'
10082,251,0,'Сан-Марино_(шагьар)'
10083,377,0,'Россиялъул_конституция'
10084,52,0,'Таврат'
10085,150,0,'Хорватия'
10086,114,0,'Португалия'
10087,2045,0,'Умм_Салама_бинт_Абу_Умайя'
10088,1778,0,'РайхІана_бинт_Зайд'
10089,2053,0,'Сафия_бинт_ХІуяй'
10090,1837,0,'Маймуна_бинт_ХІарис'
10091,1685,0,'Мария_ал-КъибтІийя'
10092,3016,0,'Муъминзабазул_улбул'
10093,73,0,'Аварагасул_руччаби'
10094,829,0,'ХІираъ_нохъо'
10095,1103,10,'Гьайбатлъи/Къо-моцІал'
10096,263,10,'Гьайбатлъи/Къо-моцІал/'
10097,698,10,'Ссылкаялде_текст'
10098,69,10,'DEFAULTSORT'
10099,41,0,'Вена'
10100,4158,0,'Варшава'
10101,41,0,'Бухарест'
10102,86,0,'Вадуц'
10103,55,0,'Цетине'
10104,66,0,'Загреб'
10105,66,0,'Любляна'
10106,58,0,'Сан-Марино'
10107,112,0,'Словения'
10108,66,0,'Братислава'
10109,58,0,'Рим'
10110,80,0,'Забур'
10111,58,0,'Рига'
10112,219,0,'Литва'
10113,522,0,'Сербия'
10114,70,0,'Латвия'
10115,79,0,'Прага'
10116,180,0,'Ирландия'
10117,96,0,'Чехия'
10118,164,0,'Аландаялъул_чІинкІиллъаби'
10119,60,0,'Италия'
10120,156,0,'Македония_Республика'
10121,69,0,'Подгорица'
10122,62,0,'София'
10123,114,0,'Осло'
10124,65,0,'Кишинёв'
10125,79,0,'Лондон'
10126,67,0,'Монако_(шагьар)'
10127,60,0,'Вильнюс'
10128,13,2,'Kokrek'
10129,156,0,'Дублин'
10130,100,0,'Монако'
10131,71,0,'Польша'
10132,60,0,'Румыния'
10133,70,0,'Лихтенштейн'
10134,39,0,'Люксембург'
10135,93,0,'Мальта'
10136,134,0,'Молдавия'
10137,2166,0,'ГІабдуллагь_ибн_МухІаммад'
10138,2191,0,'Ибрагьим_ибн_МухІаммад'
10139,2408,0,'Къасим_ибн_МухІаммад'
10140,2206,0,'ФатІима_Загьраъ'
10141,2333,0,'Зайнаб_бинт_МухІаммад'
10142,2343,0,'Рукъаййа_бинт_МухІаммад'
10143,2437,0,'Умм_Кулсум_бинт_МухІаммад'
10144,1553,10,'Аварагасул_лъимал'
10145,1042,0,'СагІдияй_ХІалимат'
10146,810,0,'Сувайба'
10147,2635,0,'ХІамза_ибну_ГІабдул_МутІтІалиб'
10148,476,0,'Абу_Салама_ибну_ГІабдул_Асад'
10149,302,10,'ТІ'
10150,2234,10,'Аллагь'
10151,803,10,'Аллагь_-_шаблоналъе_шаблон'
10152,6971,10,'Россиялъул_Википедиял'
10153,656,11,'Россиялъул_Википедиял'
10154,619,0,'VII_гІасру'
10155,52,0,'VII_гӀасру'
10156,770,10,'ГІасраби'
10157,1195,10,'ГІасруялъул_анцІсонал_ва_сонал'
10158,2875,10,'АнцІсон_ва_сонал'
10159,389,10,'Азарсон'
10160,745,0,'UTC+3'
10161,4749,0,'Россиялъул_европаялъул_бутІа'
10162,742,0,'Россиялъул_Азиялъул_бутІа'
10163,7831,0,'РСФСР'
10164,879,10,'Гербификация/Москва'
10165,511,10,'Гербификация/гербификация'
10166,446,0,'1437_гьижрияб'
10167,57,0,'1436_гьиж.'
10168,634,10,'Гьижриял_моцІал'
10169,336,11,'Википедиялъул_машругІал'
10170,399,0,'АнцІсон'
10171,205,0,'ГІасру'
10172,219,10,'Time-stub'
10173,80,2,'Poti_Berik'
10174,9,3,'Poti_Berik'
10176,3620,0,'МухІаммад-нуцал_IV'
10177,68,0,'МухIаммад-нуцал_IV'
10178,584,0,'X_гІасру'
10179,2046,0,'Апшерон_бащдаб_чІинкІиллъи'
10180,1743,0,'Каспиялъухъ_гІодоблъи'
10181,86,0,'Апшерон_бащадаб_чІинкІиллъи'
10182,893,10,'ГІарабистаналъул_пачалихъал'
10183,1523,0,'Нугъаязул_авлахъ'
10184,2026,0,'КІудияб_Кавказ'
10185,5131,0,'Сарир'
10186,54,0,'Мелъелтlа'
10187,3504,0,'Тпиг'
10188,3639,0,'КIкIаратIа'
10189,63790,0,'ШихсагІидов
10190,3780,0,'Дагъистан_Жумгьурияталъул_Халкъияб_Данделъи'
10191,9573,0,'Дагъистан_Жумгьурияталъул_ХІукуматалъул_вакил'
10192,2017,0,'Дагъистаналъул_гимн'
10194,54626,828,'Statistical/RUS-053'
10195,71,0,'Гьиристан'
10196,8245,0,'Бакъда_Гьиристан'
10197,153,10,'Potd/2016-02-7'
10198,175,10,'Potd/2016-02'
10199,196,10,'Potd/2016-02-7_(av)'
10200,126,10,'Potd/2016-02-8'
10201,203,10,'Potd/2016-02-8_(av)'
10202,142,10,'Potd/2016-02-9'
10203,245,10,'Potd/2016-02-9_(av)'
10204,56,10,'Iw5'
10205,157,10,'Potd/2016-02-10'
10206,266,10,'Potd/2016-02-10_(av)'
10207,135,10,'Potd/2016-02-11'
10208,202,10,'Potd/2016-02-11_(av)'
10209,123,10,'Potd/2016-02-12'
10210,47,0,'2011'
10211,47,0,'2012'
10212,668,0,'2010_сон'
10213,47,0,'2008'
10214,47,0,'2007'
10215,47,0,'2006'
10216,47,0,'2005'
10217,47,0,'2004'
10218,47,0,'2002'
10219,47,0,'2001'
10220,47,0,'2000'
10221,47,0,'1999'
10222,47,0,'1996'
10223,47,0,'1995'
10224,47,0,'1994'
10225,47,0,'1993'
10226,47,0,'1990'
10227,47,0,'1989'
10228,47,0,'1988'
10229,47,0,'1987'
10230,47,0,'1986'
10231,47,0,'1985'
10232,47,0,'1982'
10233,47,0,'1981'
10234,47,0,'1980'
10235,902,0,'1990-лел_сонал'
10236,465,10,'АнцІсонал'
10237,2501,10,'АнцІсоназе_навигация'
10238,903,0,'2000-лел_сонал'
10239,903,0,'2010-лел_сонал'
10240,903,0,'2020-лел_сонал'
10241,903,0,'2030-лел_сонал'
10242,654,0,'XXI_гІасру'
10243,500,0,'XX_гІасру'
10244,515,0,'XXII_гІасру'
10245,770,10,'ГІасруялъе_навигация'
10246,88,10,'ГІасрабазе_навигация'
10247,502,0,'XIX_гІасру'
10248,506,0,'XVIII_гІасру'
10249,504,0,'XVII_гІасру'
10250,502,0,'XVI_гІасру'
10251,500,0,'XV_гІасру'
10252,502,0,'XIV_гІасру'
10253,504,0,'XIII_гІасру'
10254,502,0,'XII_гІасру'
10255,500,0,'XI_гІасру'
10256,497,0,'IX_гІасру'
10257,501,0,'VIII_гІасру'
10258,497,0,'VI_гІасру'
10259,495,0,'V_гІасру'
10260,497,0,'IV_гІасру'
10261,499,0,'III_гІасру'
10262,497,0,'II_гІасру'
10263,493,0,'I_гІасру'
10265,97,0,'Салман_ибн_ГIабдул_ГIазиз_Аль_СагIуд'
10266,4528,0,'СагІудиялъул_къиралзабазул_сияхІ'
10267,2509,0,'КІиябго_хІарамалъул_хъулухъчи'
10268,461,10,'SA-stub'
10269,77,0,'ГӀумар_ибн_ал-ХатӀтӀаб'
10270,5672,0,'ГІабдулгІазиз_ибну_ГІабдурахІман_СагІуд'
10271,5860,0,'СагІуд_ибн_ГІабдул_ГІазиз_Ал_СагІуд'
10272,8063,0,'Фейсал_ибн_ГІабдул_ГІазиз_Ал_СагІуд'
10273,4762,0,'Халид_ибн_ГІабдул_ГІазиз_Ал_СагІуд'
10274,2122,0,'СагІудиязул_ГІарабиялъул_байрахъ'
10275,1181,0,'СагІудиязул_ГІарабиялъул_герб'
10276,2269,0,'СагІудиязул_ГІарабиялъул_гимн'
10277,11327,3,'Jerzyjan1'
10278,2658,0,'Нарт'
10279,52,0,'ГӀарабал'
10280,107,10,'БакІКарта_СагIудиязул_ГIарабия'
10281,4334,0,'Къирал_Халид_(аэропорт)'
10282,3161,0,'Къирал_Фагьд_(аэропорт)'
10283,396,10,'СагІудиязул_ГІарабиялъул_байрахъ'
10284,111,10,'СагІудиязул_ГІарабия'
10285,3602,0,'Къирал_ГІабдул_ГІазиз_(аэропорт)'
10286,2131,0,'Амир_МухІаммад_ибн_ГІабдул_ГІазиз_(аэропорт)'
10287,116,10,'Potd/2016-02-16'
10288,375,10,'Potd/2016-02-16_(av)'
10289,3210,0,'Анкараялда_гьабураб_теракт_(2016)'
10290,780,10,'Анкараялда_терактал'
10291,2779,0,'Анкараялда_гьабураб_теракт_(2015)'
10292,98,0,'СагІудиялъул_ханзабазул_сияхІ'
10293,3172,0,'Пагьд_ибну_ГІабдулгІазиз_СагІуд'
10294,111,0,'Гендерил_машинабазул_тоннель'
10295,2495,0,'Ракьдагьоркьосеб_ралъад'
10296,456,10,'БакІКарта_Ракьдагьоркьосеб_ралъад'
10297,428,10,'Sea-stub'
10298,1063,0,'Илчилъи'
10299,3267,0,'Консуллъи'
10300,545,10,'International-law-stub'
10301,19138,0,'СагІудиязул_ГІарабиялъул_шагьарал'
10302,2499,10,'СагІудиязул_ГІарабиялъул_шагьарал'
10303,515,10,'Infobox/Notice'
10304,1907,10,'Пачалихъ/Викибаянал'
10305,695,10,'Категориязул_гъветІ'
10306,78,0,'Хан_Фагьд_(аэропорт)'
10307,2695,0,'Ад-Даммам'
10308,2166,0,'АтІ-ТІаиф'
10309,95,0,'Хан_ГІабдул_ГІазиз_(аэропорт)'
10310,78,0,'Хан_Халид_(аэропорт)'
10311,2831,0,'Абгьа'
10312,2274,0,'Табук_(шагьар)'
10313,2112,0,'ГІаргІар'
10314,2188,0,'Ал-Къунфуза'
10315,64,2,'Serkanland'
10316,2720,0,'Хьаргабиса_Идрис'
10317,627,2,'AYST201'
10318,4094,3,'Илья_Драконов'
10319,980,10,'Кнопка'
10320,4626,2,'Илья_Драконов/Заглавная'
10321,407,9,'Common.js'
10322,204,3,'Исмаил_Садуев'
10323,2150,0,'Википедия:Администраторасул_статус_щвеялъе_лъазаби_кьезе/Архив/2'
10324,58,0,'Каспийск'
10326,47,3,'Nhóm_Thông_tin_Wikimedia'
10328,490,2,'NickK'
10329,4733,2,'Frhdkazan/Wikipedias_in_the_languages_of_Russia/Newsletter/2016-04-15'
10331,69,2,'Marce79'
10332,142,0,'Википедия:Форум'
10334,806,3,'Dargin_people'
10336,1860,0,'Википедия:Мастер_статей'
10338,59,2,'Riley_Huntley'
10340,9689,0,'Ракьдагьоркьосеб_ралъдада_тІад_Airbus_A320-ялъул_катастрофа'
10341,353,10,'Флагификация/Алжир'
10342,515,10,'Флагификация/Белгия'
10343,162,10,'Флагификация/Чад'
10344,258,10,'Флагификация/Судан'
10345,913,10,'Авиациялъул_лъугьа-бахъинал_2016_соналъул'
10346,3129,0,'EgyptAir'
10347,34,3,'HakanIST'
10349,41,14,'Алфавиталда_рекъон_хІорал'
10350,3236,0,'МухІаммад_Мужир_ал-ХатІиб_ал-ХІасани'
10353,10548,0,'Орландоялда_чІвай-хъвей'
10354,1398,3,'Holder'
10355,998,3,'Syum90'
10356,1253,3,'Frhdkazan'
10357,1786,0,'Гомосексуаллъи'
10358,5287,0,'Ататюрк_аэропорталда_теракт'
10359,8662,2,'Doc_James/Open_Textbook_of_Medicine'
10360,178,1,'1984_сон'
10361,185,1,'1984'
10362,185,1,'1983'
10363,178,1,'1983_сон'
10364,6761,0,'Турциялда_рагъулаб_инкъилаб_гьабизе_хІалбихьи_(2016)'
10365,1183,0,'16_Шаввал'
10366,314,10,'Шаввалалъул_рузнама'
10367,1737,10,'Гьижрияб_рузнама_сверизабулеб'
10368,161,10,'Гьижрияб_рузнама_сверизабулеб/сон'
10369,1252,10,'Шаввалалъул_рузнама/6'
10370,112,10,'Гьижрияб_рузнама_сверизабуле/сон'
10371,52,2,'Carol_Fenijn'
10372,52,3,'Carol_Fenijn'
10373,856,3,'Stryn'
10374,22983,828,'Wikidata:Dictionary/Flags'
10375,57,2,'G(x)-former'
10376,80,3,'G(x)-former'
10377,64,2,'Philmonte101'
10378,59,2,'Reder'
10379,9290,0,'Дагъистан_(маданиябгун-лъай_кьеялъул_центр)'
10380,116,0,'Маданияб-Адабияб_центр_Дагъистан'
